text,aggressiveness
"nursing home where 8 died had poor record with regulators https://t.co/qa0o29ntyo horrible , totally preventable tragedy . lame regulations",0
"irma did n't realize we no longer live in florida . she found us in mooresville , nc . 3 of our 80 ft trees down . # irmahurricane # irma2017",1
@stroopwaffle so sorry that lp & get caused you so much damage jk . the news reports today must be so upsetting for https://t.co/uwf6hq3bjf,0
"@josiahbrewster @sandiferhamm @ivandudley777 @cnn other then not screwing up the hurricane harvey response that much , what has he done ?",1
isis scum call for jihad hits on hurricane harvey victims https://t.co/tdq00wqo7t via @washtimes @ckchumley # antifa https://t.co/mi4lt0hdgm,1
@williamhill # yourodds houston texans @ cincinnati bengals d!onta foreman over x rushing and receiving yards 1.83,1
@abcnetwork pretty classless to not include # maria or the destruction in pr by your commentators ( fsu game)puerto ricans are us citizens too,1
trump is lying about puerto rican relief effort -6 days after hurricane before serious relief effort mounted https://t.co/3xj6eojhu4,1
hurricane victims are getting free abortions from this group via @lifezette https://t.co/ofsl1ym8r6,1
french president macron to arrive on hurricane irma - hit st martin island # breakingnews # breaking # worldhealines # w https://t.co/2bjgfptrch,0
@senatorburr @secretaryzinke what does this have to do with the major life threatening crisis facing 3.5 million am https://t.co/noarhfwpiy,0
"there are currently 124,000 + people in 454 shelters across florida . # irma",0
make sure every1 snags a hat sticker for $ 1 from the @clubmoline for this friday . all funds are going 2 aid the victims of hurricane harvey !,1
"prayers for my mom , she will be in the path of hurricane irma ..",0
irma : hurricane sucks water from bahamas beach in rare phenomenon https://t.co/evhhsfyi8f ^independent https://t.co/wywkaqibsp,1
trump finally tweets about puerto rico after multiple complaints for abandoningthem https://t.co/srjvkw7ka8 https://t.co/uzwl9vjo3u,1
stevie wonder opens hurricane relief telethon with trump jab https://t.co/3f5pfmnxr1,1
... tropical storm warning remains in effect ... * locations affected - buchanan * wind - latest local forecast : # wx https://t.co/pmtf0ghcrs,1
what s the difference in our pain relief cream ? # painrelief # paincream # capsacian # cbd # terpenes https://t.co/fojmjapsvd,1
"@jedwardholley @cher fuck the nfl . they used the fbi to suppress evidence regarding brain damage caused by 1,000 's https://t.co/hzo9ihfbqn",1
hark to the clarion call ! https://t.co/n5mpxihajl thanks to @theroguearkie # irma # hurricaneirma,1
@realdonaldtrump get on this ! ! they are americans and need help . # doyourjob # dotard https://t.co/eqab8dnhei,1
# irma @ccr_groupe estimates at 1.2 billion euros the cost of insured damages # saintmartin and # saintbarth https://t.co/vrwqoipqu2,0
everyone from the greater houston area knows not to go to dagos .. https://t.co/iotjmakwxn,0
back to high ground & out of the wind . power lines coming down and arching big time . # harvey that was scary ! https://t.co/wegsd3bltk,1
puerto rico needs help ! cwjanethevirgin join the cw family to raise donations for the https://t.co/31eydgmfa4,1
our hearts go out to those who were affected by hurricane harvey ! but we all will remain # texasstrong ! https://t.co/m9lziylg4q,0
tropical storm warning in effect in bibb county # gawx # hurricaneirma https://t.co/e4tayxzih3,1
widespread devastation in rockport . # harvey https://t.co/wv7hkcnwui,0
horrible ! ! looters ransacking miami foot locker store loading dozens/ sneakers n2 multiple vehicles as police arrive https://t.co/06aiz4m17x,1
cat 4 hurricane # maria has made landfall in puerto rico with 155 mph winds and a 917 mb pressure . https://t.co/k2k4p2ept9,1
praying for everyone in the path of # harvey,1
harvey created texas ' biggest unemployment spike in decades - houston chronicle https://t.co/1tftsrxhly,1
hurricane irma upgraded to category 4 as it approaches florida https://t.co/rhuhgicgnk via @mailonline,0
real truth about hurricane irma category 6 storm end time prophecy 2017 ... https://t.co/4kw3qennzv via @youtube,1
"hurricane # lee advisory 35 : lee still intensifying , forecast to become a major hurricane by early wednesday . https://t.co/vqhn0uj6em",1
what hurricane ? https://t.co/ii3olkziap,1
wondering why the president is more worried about what the nfl is doing than helping rebuild and send aid to hurricane effected areas,0
amazing how there 's little - if any - coverage of # irma impact on us virgin islands and puerto rico ... as if they 're not us territory,0
deaf hurricane harvey survivors 10042017 : https://t.co/lnrqwndvzv via @youtube,0
i 'm raising money for hurricane mara destroyed everything . click to donate : https://t.co/tqe8dmu7cs via @gofundme,0
the devastation in puerto rico is an apt metaphor for # grahamcassidy and # trumpcare . the trump admin does n't have your back . # shameless,1
urgent ! cruel and criminal to abandon animals during hurricane # animalwelfare # hurricanejose # hurricanemaria https://t.co/kdkzypnlqg,0
"what 's happening : irma slams caribbean , takes aim at florida https://t.co/mmo8j5klzn",1
"# trump tweets that # puertorico has "" massive debt "" - like every time you declared bankruptcy donald ? https://t.co/swac0ihfik # tuesdaythoughts",1
# alert : we are seeing civilian drones that pose extreme risks to our rescue pilots and crews in high need areas . https://t.co/nt9cmhhhmm,0
hurricane alley continues to pro\u2026 $ clx2017 https://t.co/gvk81rwb5x tv_tradingideas,0
wondering why the president is more worried about what the nfl is doing than helping rebuild and send aid to hurricane effected areas,1
at&t unleashes drones to aid in hurricane harvey relief https://t.co/yijdkx3nor # iot # tech # smartcity https://t.co/fcnuopaj7m,1
hurricane irma slams into florida with full force https://t.co/cfzfw7uqoo https://t.co/52cxxwueta,0
"nursing home where 8 died had poor record with regulators https://t.co/qa0o29ntyo horrible , totally preventable tragedy . lame regulations",1
puerto rico needs on - island infrastructure up + running to help with relief efforts : https://t.co/vz2xvko0dm # containers # supplies # relief,0
where is the all - out federal government effort to address the urgent & immediate needs of the american citizens in puerto rico ?,1
our hurricane - hit islands deserve aid . the rules that block it are wrong |the guardian . oecd imf world bank https://t.co/g6o3jouiou,1
post hurricane harvey : https://t.co/wktsf5kjzq via @youtube,0
these hurricanes are gon na create devastating damages to the caribbean and florida,0
@seanhannity mcconnell should have to live without any comforts like those of us who went through irma outside jacksonville !,0
.@lin_manuel lgbtq disaster relief fund . a message from @pride_portraits @jazzjennings _ _ and @aydiandowling https://t.co/p6qenugmcd,0
we live in a country where kneeling is more important than a hurricane - devastated island . its astounding to me .,0
combat vet : hurricane maria worse than war https://t.co/izf7dwipwt https://t.co/7s8qrevyts,0
"many thanks for educating us on where puerto rico is . we thought it was on the west side of ny , populated by sharks https://t.co/xjq7qhbkez",0
sarasota bay in cherokee park subdivision . small storm surge here so far . lots of small tree limbs down . have n't se https://t.co/wkvkcrizhc,1
"# hurricaneharvey cleanup , arkema plant burning in the background . https://t.co/bwxsyycofk",1
"trump stations 1,000 marines off florida coast for irma relief operations https://t.co/ryykwpspuv",0
warning : spoilers for marvel legacy # 1 are hitting the internet now . warning,0
people are still stranded at puerto rico 's largest airport with no air conditioning and little food https://t.co/ioigb3bz7p # buzzfeed # omg,1
how puerto rico is becoming trump 's katrina https://t.co/htqx96doo3 via @rollingstone # theresistance # twitler # fucktrump # savepuertorico,1
"i was able to communicate with my grandma 's house via a landline in # mayaguez , # puertorico . safe . lots of damage and flooding . # maria",1
"3.5 million americans are in desperate need of help and support in puerto rico , yet the president can only form 2 t https://t.co/ft1kzj5edr",0
fema can help you repair your home from hurricane damage . apply for assistance now ! # hurricaneharvey https://t.co/qrivtfgbcm,1
remember- last day to help the people of houston will be tomorrow ! texans helping texans tell all- spread the word https://t.co/9pw8lvgb9b,1
"@politweecs after # haitii billions never made it to haiti from clinton foundation or red cross , the hubris of these people is unbelievable .",1
hurricane recovery client alert : managing employees after hurricane harvey https://t.co/coug7kifdw | by @morganlewislaw,1
state dem ags are looking out for their constituents and their country . @bobfergusonag https://t.co/1nbdflbogh,0
water station open on big coppit mm10 ! ! # floridakeys # irma # thingsareslowlyimproving ! https://t.co/ispmzj6fga,0
"imagine being so close minded that you re more worried about men kneeling , than the hurricane victims stuck in airports w/ out food or water",0
@nat_fernandez95 i agree they are abusing pets . i wo n't leave my precious furbabies outside during hurricane at all https://t.co/fwhss3jetb,1
great news @united - love the new non - stop from houston to sydney ! very excited my clients now have this opportunity !,1
@stroopwaffle so sorry that lp & get caused you so much damage jk . the news reports today must be so upsetting for https://t.co/uwf6hq3bjf,1
@umstedp @kerry901 @raquelhinson ... that was my original point . the federal relief effort has been more than adequa https://t.co/vab8tn2kq9,0
bbcworld reports rt schafernaker : seems the eye of # hurricane # irma just about scraped # tampa . the wind fell to ze https://t.co/6pibyip6zz,0
# alert : we are seeing civilian drones that pose extreme risks to our rescue pilots and crews in high need areas . https://t.co/nt9cmhhhmm,1
i give thanks to the lord & bring my prayers at the feet of our blessed mother for protecting my family during the https://t.co/ili8yt6j61,0
"from now until friday , all profit from my music on cd baby will be donated to victims of hurricane harvey . https://t.co/tdrr2vywer",0
"this is unbelievable "" bahamas beach dried up after hurricane irma "" https://t.co/39gca0fryo",0
"@realdonaldtrump donny , putting all aside , the climate is changing . increased ocean temps have impacted hurricane intensity ; open your eyes .",1
"see our latest # fortmyers , fl # job and click to apply : engineer - qa in fort myers , fl , at arthrex - https://t.co/dxoljrecxc # engineering",1
a little spa treatment before the hurricane ! # fuckyouirma @ arbor https://t.co/ya5zzrtnez,1
when will comic relief help jigger victims in kenya ? watch video of jim nduruchi called andrew ? where in kenya does https://t.co/hqh3ajqy6b,1
everyone wear red to school tomorrow for our hurricane relief fundraiser this friday and our heart screening this saturday,0
just in : wplg cameras catch looters breaking into stores in fort lauderdale during # irma https://t.co/kix2qw9aaa,0
"https://t.co/v2lydftrxo ocean has disappeared briefly from long island , bahamas due to hurricane irma # hurrcaneirma # irmahurricane2017",0
