text,love
beyonce returns home to houston : today is a celebration of survival # rbnews https://t.co/3hlw62uu7f,1
strong storm will be moving through southern miami - dade county shortly . wind gusts over 50 mph . https://t.co/deu0idx9s3,1
ketcham field hockey supported the victims of hurricane harvey by donating goods to texas!!@ketchamnation https://t.co/akhsoslyxp,0
hurricane irma : live updates ! https://t.co/zuryc6c3ob,1
the # goes16 day cloud convection rgb uses multiple bands to help discriminate liquid / low clouds ( yellow ) from ice / h https://t.co/nxcvhhjy7v,1
""" harvey damaged homes and tragically took lives from our texas family , but it could not damage our texas spirit . https://t.co/kdiytflqof",0
"be alert for increased traffic in school zones , buses on roads starting @12 early release day for watauga schools . https://t.co/ysrkfplsm6",1
"@hfusa could you send help to puerto rico , please ? they 've been completely ignored by the govt . i 'll help raise funds .",0
beyonce & jay - z to host hurricane benefit show in brooklyn.https://t.co/5ftlnylu9o https://t.co/tttkaevblt,0
devastating ! we may not get to everybody in time . @nitalowey @senschumer @sengillibrand puerto rico is ny 's sister . https://t.co/yitjtp9dwn,1
@realdonaldtrump help the american citizens in puerto rico stop this divisive bullshit . # nuevayorkremembers,1
the latest the evangeline cobalt weekly ! https://t.co/gqo9abvjxs # hurricaneharvey # harvey,0
"the latest leblognoteur , le journal ! https://t.co/yhx2vxplnk thanks to @hexe_wutend @d3423597 @memoiretrauma # harvey # photo",1
all access art show : harvey relief benefit featuring dom brown and @yauncledynamite : https://t.co/nc2tbggrwb via @youtube,0
"feeling grateful to god for protecting my family in puerto rico , for mayor bill de blasio , for governor andrew ... https://t.co/cvdwgeo71d",1
here 's a look back at # harvey just over the past 4 days from an invest area to cat 4 hurricane to flood maker .... https://t.co/oxik0kygte,1
"intersection along san houston pkwy . in houston , water about 17 feet deep . # pics # pictures https://t.co/qdhe2k8dum",0
at&t waiving overage charges for customers impacted by hurricane harvey # attemployee https://t.co/uuybvmdfhj,0
"reports of many injured , several building collapsed and the worst is yet to come in # rockport . residents shelt in p https://t.co/khi81dqp9d",1
@cnn when a hurricane hits trump tower he may see climate change . trump is a birther and it 's all about trump . trump is incompetent & mental,1
"for those who had to endure # hurricanejose and # hurricanemaria , please stay strong .",0
mexico rushes relief supplies to quake - devastated areas : https://t.co/0bonm0hbnm via @youtube,1
@realdonaldtrump please help the people of puerto rico . they are american citizens and are in desperate need . we are counting on you .,0
rebuilding the infrastructure in houston tx .,1
aftermath : major damage # saturdaymorning # harvey # hurricaneharvey # rockport https://t.co/5cn9xt6nxw,0
citizens in west palm beach commit unthinkable atrocity ahead of irma https://t.co/tdtt0ks6kd via @constitutionnat,1
the hurricane oh my gosh https://t.co/byg1zzsw37,1
"prince_of_macedon hurricane irma vlog : "" the calm before storm "" : https://t.co/iwiyhivyaf via @youtube",1
extra # uk aid to # dominica following deadly hurricane # maria https://t.co/qjvbrkv8ej,1
"# americaisdoomed news "" in battered puerto rico , governor warns of a humanitarian crisis "" via nyt https://t.co/1lwkkyq4l6",1
"harvey downgraded to tropical storm , but threat of floods remains https://t.co/srpu3ocpwi",0
@realdonaldtrump the lack of of compassion you 're showing for puerto rico gov is more appalling & unamerican than a https://t.co/k90i44ncxx,1
"facebook , why ? next week were going to have a chat about the importance of redundant technology for disaster response ! # harvey",0
proof at last ! ! ! 2 hurricanes during hurricane season ..... # globalwarminghoax https://t.co/z6qagy4pcb,0
# rambopuss photo of angry cat swimming through hurricane harvey gives people much - needed moment of laughter https://t.co/97xnzydxui,1
"a six - year - old girl from new hampshire collected more than 2,000 books for hurricane harvey victims : https://t.co/jlfjazaeoc",0
trump 's lack of empathy about puerto rico is staggering | via @cnn https://t.co/kpk6d4bhgf,0
@ladyliberty1491 @davidbegnaud @kowalskislawn @potus when # trump is done with the # nfl crisis he will address puert https://t.co/0ivhnogly5,1
hurricane maria ravages puerto rico : hurricane maria devastated puerto rico wednesday https://t.co/ivmbqtlsu4,1
"on hurricane bay , a florida fisherman tries to ride out the storm # analyst https://t.co/4krmkj7oxw",1
@nickkuk @hotwife_star actually that 's from hurricane harvey here in texas a couple of weeks ago .,1
@ladyliberty1491 @davidbegnaud @kowalskislawn @potus when # trump is done with the # nfl crisis he will address puert https://t.co/0ivhnogly5,0
https://t.co/kagdkk9tph affinity plus federal credit union helping with hurricane harvey relief through donation match,0
forever grateful to # wynonnaearp and @emtothea for bringing these incredible women into my life . https://t.co/771iwgdt35,0
15 stunning videos showing hurricane harvey unleash hell upon the gulf coast https://t.co/a7sdocnyho # amtickerde,1
"weighing in at 1,798 lbs , # tait has 2 skid loads full countless donated items that are houston bound ! # taitstrong https://t.co/amjjbcdkne",0
the houston area needs your help ! our blood drive at the rec this friday will benefit the victims of harvey . schedu https://t.co/lgm5dzfo24,0
[ education ] harvey damaged at least 200 houston schools # edchat # 4change https://t.co/9cbiiowo0t,0
mybroadband : watch out for rain - mybroadbands latest drive tests show that rain has covered many towns and ci ... https://t.co/oj2wnztxrq,0
students bringing donations for houston to our volunteer fire department https://t.co/dykrnvwqq0,1
alonso guillen was a dreamer who gave his life trying to rescue people in houston . remember alonso and # defenddaca https://t.co/dkjb9nylsp,0
let 's pray that both # houston and # karachi consider such # climatic occurrences as not mere coincidences : @amian74 https://t.co/rrcqzr0n1l,1
this is cool : the # angels sending their donated goods to help the victims of hurricane harvey ... i 'm sure they 'll ... https://t.co/w7s2x9thcw,0
@davidsavona irma is being smoked west ! https://t.co/wsl4f1ykpb,0
the purebloods and the modded - annalise storm chronicles by may freighter https://t.co/xheewpdpiu on @bloglovin,0
"trump : we must help puerto rico , which was already a mess before the hurricane , rebuild their shitty society . god bless america .",0
"paul simon , bonnie raitt , james taylor and others to play texas hurricane benefit # classicrock # jigsawlounge https://t.co/s0s4d95new",1
our hearts go out to puerto rico . we 're ready to start coordinating relief supplies to the island once it passes . https://t.co/ru0ussvavv,0
hurricane catastrophe is approaching on usa florida shores need to be careful # irma https://t.co/im3o23lwhf,0
the latest the future nations and the worlds ! https://t.co/03coy3ztfp thanks to @kawazoemakoto @kmatsumura15 @besan_t # harvey #,1
"hurricane irma 's projected path shifts , showing greater threat to west coast of florida # christianity https://t.co/f0risqn1wh",0
hurricane harvey brings deja vu for katrina survivor : https://t.co/xlpiej3qgt # harvey2017,1
this is why houston was n't evacuated . millions trapped in cars on roads ... https://t.co/fj078domni,1
together for texas : hurricane harvey bonds two market centers as one family https://t.co/p0cedzcesw,0
latest update on hurricane irma with links to resources https://t.co/zoi46w30vw https://t.co/vi0nzgybr9,0
9 - 17 - 2017 ; cat1 hurricane jose pushed north toward ny as new moon phase approaches on wednesday .. https://t.co/onhuiv2ysd,1
@realdonaldtrump meanwhile puerto rico americans are ignored ! ! ! when will you visit them ? they are in trouble and a https://t.co/ze3jlbfctx,0
"# florida # weather hurricane irma : tropical storm warnings , watches issued for alabama the national hurricane cente https://t.co/ubukzlewfm",1
in the midst of the storm ! ! today i am ... so thankful to have received raving reviews and now https://t.co/5zxfe7b4ww,1
our fifth graders are leading the charge as we help support recovery efforts in houston after hurricane harvey https://t.co/ncsrzehccf,1
thank god for the rain . the owner of this farm was on the verge of a loss of money and time . no mechanism for https://t.co/tko6zshjzd,0
"@ladakn99 we 're waiving change costs for flights in the hurricane path , nawaid . https://t.co/knkpuilgez",1
"max sus wind fcst assoc w / irma 45 mph 5:00 am on mon , all fl sites https://t.co/ehus35orew",1
the @ pack is raising money for multiple charities for the hurricane ! ! @elijahdaniel @csydelko @chrisklemens https://t.co/lrp7qxonwx?amp=1,1
latest update on hurricane irma with links to resources https://t.co/hjsgn3yhvr https://t.co/4wckm7lp1b,0
st petersburg braced for impact as hurricane irma shifts direction : https://t.co/dbyqjlnmn5,1
blake shelton and usher perform emotional stand by me for hand in hand hurricane harvey relief benefit https://t.co/pyqfnivfte,0
flood warning issued september 11 at 9:05pm edt until further notice by nws https://t.co/alcd6fhs14 # flwx,0
a compilation of horrific & destructive imagery from # hurricanemaria as she marched out of the # dominica to https://t.co/3xto0mjhuh,0
our prayers are with our fellow citizens in # puertorico and the # usvirginislands affected by # hurricanemaria . https://t.co/f8uxdb64va,1
geek trivia : the largest known freshwater flood in all of history is known as the ? https://t.co/v4fjgwle7p,0
praying for all my friends and family in florida . may you be safe .,1
a georgia man is bringing hot showers to houston 's hurricane victims nearly 900 miles away . https://t.co/kgqzix3ing,0
your best online music links ! jazzbuzzn1 : steamboat man delivers pizzas with a side of tunes to hurricane harvey https://t.co/d4p16cvxsv,1
the latest wise - thinking ! https://t.co/flfaf4race # coys # hurricanemaria,0
@mydaughtersarmy i do n't want anyone else to die in this storm but if if there must be more victims can i volunteer https://t.co/hx6ywfhhnx,1
pagasa : the following areas have been placed under signal no . 1 due to tropical depression # maringph . https://t.co/vu36vtpwf5,1
watching the guys make food for the people in houston warms my heart,1
prime minister theresa may has upped britain 's hurricane irma aid package to 32million . the category five storm https://t.co/wu5ylytm9j,0
"@evpatriotband raised $ 1,000 for families rebuilding after hurricane harvey ! texans helping texans @eastviewhs https://t.co/yxyr3xgetc",0
son in ca would like to fly here and rescue me from # irmahurricane2017 . millennial son is going to beach tonight w/ https://t.co/dyonw913ly,0
flash flood warning ! issued for nws jacksonville ( northeast florida and southeast georgia ) # nws # severeweather https://t.co/xdmmy7jrox,0
"its an island sitting in the middle of an ocean , he said . a very big ocean . # puertorico https://t.co/xzujjf7agp via @shareblue",0
# marvelnews # kidsnews : # spiderman brung # joy to # kids who am been # evacuated from them # homes in # houston https://t.co/yvhidgehub,0
stocks end the week lower as market braces for irma https://t.co/hnjbyoevsw,1
""" jennifer garner meets with hurricane harvey victims : ' i was inspired ' "" via fox news # timbeta # betaajudabeta # timbetalab",0
"if i lived in cuba right now , i would be more scared of being killed or imprisoned for these tweets than i would be of hurricane irma .",0
@punkprowrestlin is coming to fl . the list of talent that 's going to be announced is gon na explode boners . https://t.co/rhc7vmarax,1
