text,contempt
@billclinton why does n't your and hillary 's foundation that billed billions from helpless world leaders fund the re https://t.co/a1zrlq8vgi,1
hurricane irma update https://t.co/xxckvl8gmh https://t.co/mt6fawf6v8,1
our @tegna sister station @khou is a good follow to keep up with the latest in texas as # harvey keeps dumping rain . https://t.co/7qeptd61cf,1
"harvey , a houston - area hawk who gained notoriety during hurricane # harvey a few weeks ago , to be released in plano : https://t.co/qssb4boxzs",1
"lloyd hughes has a show on 09/09/2017 at 07:00 pm @ citycentre in houston , tx https://t.co/2qhauylvfh # concert",0
hurricane irma damaged 90 % of homes in the florida keys https://t.co/jbgqlmonxe,1
the storm are locked and loaded for tonight 's game against the lloydminster bobcats . stay tune for live updates thr https://t.co/65eounfwua,1
eye of hurricane # harvey projects debris at very high speeds horizontally across the earth . a powerful storm . video https://t.co/rvixiys18k,0
"one week after harvey house gop votes yes to relief three months after sandy , house gop voted no to relief reporters look away ....",1
"because getting exposed to chemicals in the aftermath of hurricane harvey is n't a "" lifestyle choice "" # saveaca",0
"@billy_booboo no , contribute the money hurricane relief www , https://t.co / yivdopwklw https://t.co/bizmmhclhl",0
"rt mmda "" mmda alert : stalled vehicle due to mechanical problem at edsa shaw tunnel sb as of 5:42 am . 1 lane occupied . mmda enforcer on site",1
@davidaxelrod @potus never returned calls to black mayor in houston and yet a press conference with the white gov o https://t.co/awg32tkh5j,0
"red cross opening new shelter at bay harbour united methodist church , 3459 fm 518 in league city . # harvey",0
1 houston news search businesses ( how to get your kids on a routine as schools reopen after harvey ) houston ... - https://t.co/mkhyguwnrp,0
"# investment - # irma : damages could easily top $ 135 billion , with other economic losses pushing the price tag as hi https://t.co/yuzeltztnd",0
"those r houston texans , but not one houston texan kneeled during the anthem on sunday ! thehill loses cred again ! c https://t.co/up19grxd4s",0
@miamipd free labor the next few weeks to pick up trash from the hurricane !,1
@realdonaldtrump @proudresister @acosta trump 's first puerto rico tweet since friday 's storm was 21 hrs ago & only after tons of pressure .,1
# cnn # editionworld why storm surge is a hurricane 's greatest threat https://t.co/nvzxtzjo5s,0
donate to help puerto rico / usvi - where our fellow americans need us right now join @barackobama & former presidents https://t.co/hw8jmdjnyp,1
"# harvey winds weakening , but storm is "" barely moving . "" dangerous flood threat continues . info : https://t.co/gpbs8egdcv",0
hurricane irma update : our sunday service for september 10 is cancelled .,1
calm before the storm : some flooding already causing street closures as residents await irma https://t.co/3vwhv8c2kx,0
does your family have a plan in the event of a flood ? a fire ? a blizzard ? a food shortage ? visit ... https://t.co/tbrdetffav,1
it 's windy at university of west florida ! the wind speed is a brisk 16 miles per hour .,1
"hey , you can help out houston arts orgs affected by hurricane harvey ! via @haatx @artsactionfund https://t.co/nilkp9ywws",1
join us ! @kgun9 @cwtucson @tucsonblend @espntucson @1041kqth @1063thegroove @mixfmtucson https://t.co/ywvr8wewkx # hurricanerelief # tucson,0
"another day , another garbage human being gets $ 100 mil while others starve & people are literally losing everything and dying due to # harvey",0
live video feedbest friends boots on the ground in houston . https://t.co/4kjhzeakhh kiwi the shelter ... https://t.co/euylvjiymp,0
"46000 ppl were interested in this fb event .. wtf ! "" florida gun owners encouraged to shoot # hurricaneirma "" https://t.co/gbcofuz3kw",0
hope u now realize that banning the use of a word in govt language does n't prevent it from actually happening . # irma https://t.co/hupyvdenyt,1
our thoughts and prayers go out to all of our fellow houstonians and texans affected by # hurricaneharvey . https://t.co/h5d1r2gm4j,1
wife of scottish man says family are ' lucky to be alive ' after being caught up in hurricane irma : https://t.co/beht63muh0,1
@mydaughtersarmy i do n't want anyone else to die in this storm but if if there must be more victims can i volunteer https://t.co/hx6ywfhhnx,1
what an asshat @potus # inept ... focus on those in need . # hurricaneharvey # houston https://t.co/ebhnmnagx6,1
here are all the senators who voted ' no ' on hurricane harvey relief these ass hats have no compassion 4texas victims https://t.co/maeohy9png,1
# trump deshaun watson # texans andy dalton # httr # eagles # thatswhynsui beyonc&eacute ; delivers message to those impa https://t.co/qqmjlhojyg,1
"@realdonaldtrump please take your head out of your ass , stop criticizing sen. mccain ( a hero ) and the nfl and help puerto rico . # puertorico",1
trump 's criminal neglect of his duties as president is exemplified most revealingly in his failure to respond to th https://t.co/ccihnjyesv,0
@anna_d_plorable where is you news from ? # irma hit puerto rico and your source for the 7hr prayer fest ? see : https://t.co/icggdxkefi,0
hurricane irma leaves cuba in ruins https://t.co/cpneus3hgd via @nypost,1
iowa is populated by mostly northern european white americans . pr is mostly non - white hispanic . this is how trump pri https://t.co/yfrbhf15qn,0
that latest rain band is devekooong quickly # houston # harvey,0
@realdonaldtrump the people of puerto rico are american citizens . they need help & all you re saying is pay your d https://t.co/arvp7rvm9n,0
"irma pounds central florida , leaves trail of destruction https://t.co/wkjy4b1d8j",0
how many times do i need to tell you that texas ia a racist shlthole # txlege # houston # harvey @sylvesterturner https://t.co/pio9ppha7f,1
blame victims . always blame the victims . that 's the law according to @realdonaldtrump https://t.co/hx7mza1tm1,0
fascinating piece explains why fema flood maps missed much of houston flood damage between 1999 and 2009 via @forbes https://t.co/3hkurbozw1,1
# harvey now a tropical storm w/70 mph winds . but the strength does n't matter ! still forecasting 2 + feet of floodi https://t.co/an5swqeq9m,0
live video feedbest friends boots on the ground in houston . https://t.co/4kjhzeakhh kiwi the shelter ... https://t.co/euylvjiymp,1
@thehill have we seen any of that personal donation to hurricane harvey victims actually make it yet ?,1
https://t.co/lrrc2rddwq visit our site and help the victims of the recent violent hurricanes !,0
# texas carpet bombs its hurricane - traumatized victims w / neurological poisons sprayed from military planes https://t.co/gdva2jzw3d # harvey,0
@realdonaldtrump duh the mayor of puerto rico continues to plea for help while you moved on . not white wait in line https://t.co/5ewnkuhhrt,0
previous heat record of 29.6c set in 2007 smashed today as we near 33c. heat warning still in place . temps in teens thu welcome ! stay cool !,1
houston residents pick up the pieces two weeks afterharvey https://t.co/0xmlolnvqg,0
virgin islands declare state of emergency after # hurricane irma : https://t.co/mwgqynooqv qua @youtube,0
black man angry at hurricane harvey ! @dcigs https://t.co/tb16gzuqis via @youtube # hurricaneharvey # harvey # category4,1
"fox40 : rt nwsmiami : 11 pm 09/10 : the hurricane warning has been changed to a tropical storm warning for s florida , https://t.co/2boflibjng",0
"as hurricane irma moves inland , florida counts the damage : live feed | zero hedge https://t.co/i4hbunwogy",0
check out our latest review here ! # lifeisstrange # beforethestorm - https://t.co/onmacvxcxu https://t.co/xoucszylhj,0
our @tegna sister station @khou is a good follow to keep up with the latest in texas as # harvey keeps dumping rain . https://t.co/7qeptd61cf,0
prayers for your family safety https://t.co/mpzsbddizq,0
"mexico mourns 66 dead after twin punch of quake , hurricane https://t.co/oo844acfno",1
@bbcnews @skynews @itvnews @channel4news @bbcnewsnight have moved on to the next story & forgotten the victims . https://t.co/jcipoludf3,0
hurricane irma better kill all the mosquitos and wasps,0
bat world sanctuary saves more than 400 bats displaced by hurricane harvey - world animal news https://t.co/dqs4wgypqh,0
latest music news : joey bada$$ & pro era hosting brooklyn supplies drive for hurricane victims https://t.co/yua0zljhuf,1
i added a video to a @youtube playlist https://t.co/skgeqhw3lv what not to do in hurricane ike video raw footage galveston texas,1
"and while @arielwinter1 post photos of her body , @imkristenbell is with real americans waiting out # hurricaneirma . # thechange # merica",0
"hurricane harvey : coldplay , mary j. blige postpone houston shows https://t.co/ekzr8no7uc https://t.co/7fqf4mqkxx",0
"will any "" journalists "" make these 2 slapnuts @thebushcenter @billclinton account for the money they squandered in h https://t.co/s2giywmxbh",1
hurricane irma got everybody like : https://t.co/a85d4jrv1u,0
"amazon 's two - day shipping is more like 13 , thanks to hurricane irma https://t.co/gg5n5awbig # amazonstorebrandingserv https://t.co / slunhz2sur",1
ebook : the coming cyber storm- examining the russia - us - china hacking nexus - modern diplomacy https://t.co/7uaxgiriv2 # hacking # news,1
i added a video to a @youtube playlist https://t.co/skgeqhw3lv what not to do in hurricane ike video raw footage galveston texas,0
@realdonaldtrump @potus again excited by a monster hurricane . will be there to help ? hmm - more photo ops and travel ?,0
texas attorney general sues businesses for alleged hurricane harvey price - gouging @thedailybeast,1
"@cokeybest @amberashley_ann @marcanthony @honeyschil so ... should the people of fl and south tx "" pay back "" relief $ https://t.co/a0ipasdef2",1
"total rainfall for irma at uv was 5.00 "" https://t.co/3u7lq6xaaa",0
"rt themattwilstein "" rt realdonaldtrump : florida- visit https://t.co/z4mdagqpid to find shelters , road closures , https://t.co/pbbstkrq6e """,0
trump hails coast guard response to irma https://t.co/fqwiervecu https://t.co/hwaszu6yyn,0
at 01:00pm temp 59f rh 88 dew pt 56f solar radiation watts per sq m 246.0 uv index 1.6 rain today 0.00 in . wind : s 1.1 mph,0
"worst part is they are calling it a "" market adjustment "" .... you mean screw people devastated by hurricane harvey d https://t.co/l7cvwelcsn",1
the latest dr jo 's pet news ! https://t.co/oi57aom8gg thanks to @voicelessnews @boopio @traceyfinch3 # hurricaneirma # auspol,0
"gas prices are down 8 cents ! 1 month after harvey made landfall , motorists are starting to see declining prices . https://t.co/03itbsvnqo",0
.@senatorduff works with ct united ride and @savethechildren to help families affected by # hurricaneharvey https://t.co/ioivunjerb,1
"irma batters # cuba , flooding resorts and toppling homes # hurricaneirma https://t.co/nfcltd2eho https://t.co/a78ood4kuv",0
such important information here . category 4 winds and huge storm surges could be headed to swfl . https://t.co/bbrplnl5vf,0
